text,annotation
171;በዴሞክራሲ ቁርባንና በቁርጠኝነት 171;ከኛ በላይ ለሕዝባችን መብት መከበር የቆመ የለም 187; በሚል ባዶ መፈክር የኦሮሞን ሕዝብ ለእስራት፣ ለስደት፣ ለሞት ሲዳርጉ የነበሩ ወንጀለኞች ዛሬ ዜማቸው ተቀይሮ ሰው ያወቀውንና ፀሐይ የሞቀውን ጉዳይ በአደባባይ በራሳቸው ላይ የሞቀው ጉዳይ በአደባባይ በራሳቸው ላይ ሲመሰክሩ ስንሰማ እኛ ቀድሞውንም እነሱነታቸውን ለምናውቀው ባያስገርመንም 171;ቀሪዎቹ የኢህአዴግ ካድሬዎች ራሳቸውን እንዴት እየፈተሹ ነው 187; ብለን መጠየቃችን አይቀርም። 171;ዛሬ ስለኦሮሞ ሕዝብ በደል የሚነግሩን ሕዝብን ሲያመሱ የአገሪቱን ብሔር ብሔረሰቦች ከኦሮሞ ሕዝብ ጋር ሲያጋጩና ጥላቻ ሲዘሩ የነበሩ መሆናቸው የአደባባይ ምስጢር ቢሆንም ለወላጅ አባታቸው ሕወሓትም የልጅ ፈርጣጭ ሲበዛበት የማደጐ ልጅ ለክፉ ቀን እንደማይበቃ ለመገንዘብ እንዲችል የማስጠንቀቂያ ደወል ነው።,"[('ኢህአዴግ ', 'ORG'), ('ወሓትም ', 'ORG')]"
171;ገዥው ፓርቲም ሆነ መሪ ካድሬዎቹ በወረቀት ላይ ከሰፈረው ሕግ ባሻገር በተግባር የሚሠራውን ከቤተ መንግሥት ወጣ ብለው ቢያዩ ከነገ የታሪክ ተጠያቂነት በተወሰነ ደረጃም ቢሆን ሊድኑ ይችላሉ እንላለን። በባዶ ግትርነት የሚደረገው ጉዞና ዛሬ ከፍተኛ ባለሟለቾቻቸው ከነበሩት የምንሰማው ከተፃፈው ሕግና ከሚባለው በተቃራኒ ነው። ማጣሪያው ሲያጥር ሕዝብን አጋልጦ መሸሽም መፍትሔ አለመሆኑን መታወቅ አለበት። ኮብላይዎቹ የምናውቀውን በማረጋገጣቸው ደስተኞች ብንሆንም ኦህዴድ ብቻ ሳይሆን ኢህአዴግም የባቡሩን አካሄድና የታጋዮችን ጉዳይ በጊዜው እንዲገመግም እንመክራለን። በአጠቃላይ ከኩብለላው በሥልጣን ላይ ያሉትም ትምህርት መማር ይኖርባቸዋል እንላለን 187; በማለት መግለጫውን አጠቃሏል።,"[('ህዴድ ', 'ORG'), ('ህአዴግም ', 'ORG')]"
የመኢአድ ጽ/ ቤት ንብረት ተወረሰ,"[('የመኢአድ', 'ORG')]"
በምሥራቅ ጐጃም ደጀን ወረዳ የሚገኘው የመላው ኢትዮጵያ አንድነት ድርጅት (መኢአድ) ጽ/ ቤት ትናንት ማለዳ ላይ ንብረቱ መወረሱን ለማወቅ ተችሏል።,"[('በምሥራቅ ጐጃም ደጀን ወረዳ', 'LOC'), ('የመላው ኢትዮጵያ አንድነት ድርጅት (መኢአድ)', 'ORG')]"
ከመኢአድ ጽ/ ቤት ባገኘነው መረጃ መሰረት ደጀን የሚገኘው የቅርንጫፍ ጽ/ ቤቱ ንብረቶች የተወረሱት የአገልግሎት ግብር መክፈል አለባችሁ ባሉት የወረዳው የብአዴን ካድሬዎች አማካይነት መሆኑን ገልጿል።,"[('ከመኢአድ', 'ORG'), ('ደጀን', 'LOC'), ('የብአዴን', 'ORG')]"
ትናንት ማለዳ ላይ ጽ/ ቤቱን በኃይል በመድፈር ወንበር፣ ጠረጴዛ፣ የተለያዩ ዶክሜንቶችንና ሌሎችም ቋሚ ንብረቶች የተወሰዱበት የደጀን ወረዳ መኢአድ ጽ/ ቤት ጠንካራ የድርጅቱ አባላት በብዛት የሚገኙበትና ብአዴን የተሸነፈበት አካባቢ መሆኑ ተመልክቷል።,"[('የደጀን ወረዳ', 'LOC'), ('መኢአድ', 'ORG'), ('ብአዴን', 'ORG')]"
በምርጫ ቦርድ የፖለቲካ ፓርቲ ማቋቋሚያ አዋጅ ላይ የፖለቲካ ፓርቲዎች የትኛውም የአገልግሎት ግብር እንደማይጠይቁ እየታወቀ የምስራቅ ጐጃም ወረዳ ግን የማስታወቂያ ግብር ከፍሉ በሚል የጽ/ ቤቱን ንብረት በኃይል መንጠቁ ተደራራቢ ጥፋት ነው ሲል የመኢአድ ጽ/ ቤት አስታውቋል።,"[('በምርጫ ቦርድ', 'ORG'), ('የምስራቅ ጐጃም ወረዳ', 'LOC'), ('የመኢአድ', 'ORG')]"
በአሁኑ ወቅት የምሥራቅ ጐጃም አስትዳዳሪ የሆኑት አቶ ጌታቸው ኃይሌ ሲሆኑ ቀደም ሲል የሬዲዮ ፋና ጋዜጠኛና በኢትዮ- ኤርትራ ጦርነት ወቅት ከግንባር ሆነው ሲጽፉ የነበሩ የብአዴን አባል መሆናቸው ይታወቃል።,"[('የምሥራቅ ጐጃም', 'LOC'), ('አቶ', 'TTL'), ('ጌታቸው ኃይሌ', 'PER'), ('የብአዴን', 'ORG')]"
መንግስት ነፃውን ፕሬስ ከፀረ- ሕዝብ፣ ከሻዕቢያ፣ ከከሃዲና ከተቃዋሚ ኃይሎች ጐራ በመፈረጅ የቆሙለት የዜጐችን ሃሳብን በነፃነት የመግለጽ መብት የሚጻረር የማስፈራሪያና የማደናገሪያ መግለጫ በማውጣት የሚያካሂደው ግልጽና ስውር ደባ እንዲቆም የኢትዮጵያ ነፃ ፕሬስ ጋዜጠኞች ማኅበር ኢነጋማ ሲጠይቅ፣ መዐሕድና ኢዴፓ በበኩላቸው የሕዝቡን ዴሞክራሲያዊ ጥያቄ ለማፈን የሚካሄደው የማስፈራሪያ ዘመቻ ከትግላቸው እንደሚያዘናጋቸው ገልጠዋል።,"[('ከሻዕቢያ', 'ORG'), ('የኢትዮጵያ ነፃ ፕሬስ ጋዜጠኞች ማኅበር ኢነጋማ', 'ORG'), ('መዐሕድና', 'ORG'), ('ኢዴፓ', 'ORG')]"
"የማስታወቂያ ሚኒስቴር መጋቢት 30 እና ሚያዝያ 2 ቀን 1994 ያወጣቸውን ማስፈራሪያዎች መሰረት በማድረግ ኢነጋማ"" ከየትኛውም አቅጣጫ የሚሰነዘር ማስፈራሪያ ሙያዊ ግዴታችንን ከመወጣት አያግደንም"" በሚል ርዕስ ሚያዝያ 3 ቀን 1994 ባወጣው መግለጫ ገዢው ፓርቲ ከዚህ ቀደም በነፃው ፕሬስ አባላት ላይ ሲያሳድረው የነበረው ኢ- ዴሞክራሲያዊ ተጽዕኖ አልበቃ ብሎት ዛሬ ነፃውን ፕሬስ ባልቆመበት ፀረ- ሕዝባዊነትና አፍራሽ ጐራ መፈረጁ የሚያሳዝን መሆኑን አመልክቶ ገዢው ፓርቲ በየጊዜው ከሚጋረጡበትና ከሚያጋጩት ውስጣዊና ውጪያዊ ችግሮች ጋር ነፃውን ፕሬስ ለማጐዳኘትና ለመወንጀል የሚያደርገውን ግልጽና ስውር ደባ እንዲያቆም ጠይቋል።","[('የማስታወቂያ ሚኒስቴር', 'ORG'), ('መጋቢት 30 እና ሚያዝያ 2 ቀን 1994', 'TIME'), ('ኢነጋማ', 'ORG'), ('ሚያዝያ 3 ቀን 1994', 'TIME')]"
ኢነጋማ አጋሮቹና አለኝታዎቹ የሆኑት የኢትዮጵያ ሕዝብና ማኅበሩ አባል የሆነባቸው ዓለም አቀፍ የፕሬስ ተቋማት እንዲሁም የፕሬስ ወዳጆች በነፃው ፕሬስ ላይ የተጋረጠውን ከባድ አደጋና ሕልውናውን የሚፈታተኑ እርምጃዎችን ትኩረት ሰጥተው እንዲከታተሉና ድምጻቸውን እንዲያሰሙ በዚሁ መግለጫው ጥሪ አቅርቦአል።,"[('ኢነጋማ', 'ORG')]"
ወታደራዊ ማዕረጋቸው ከሻለቃ እስከ ሙሉ ኮሎኔል የሆነ የመከላከያ ከፍተኛ መኮንኖች ጃን ሜዳ አካባቢ በሚገኘው ማይጨው ጦር ሰፈር፣ በቀድሞው 4ኛ ክፍለ ጦር ቅጥር ግቢ፣ በምድር ኃይል ጠቅላይ መምሪያ መሰብሰቢያ አዳራሾች ውስጥ ከጳጉሜ 3 ቀን ጀምሮ ለሦስት ቀናት ከፍተኛ ሀገራዊ ስብሰባ ተቀምጠው የነበረ ሲሆን የስብሰባ አጀንዳዎቻቸውም የተሀድሶው እንቅስቃሴ፣ በኢትዮ ኤርትራ ጦርነት ወቅት ከህዝብ የተዋጣው ገንዘብና ፀረ ሙስና እንቅስቃሴ፣ በሠራዊቱ ውስጥ የብሔረሰቦች ስብጥርና የወሳኝነት ሚና ያላቸው ወገኖች የሚሉ እንደነበሩ በመከላከያ አካባቢ የሚገኙ የጦቢያ ምንጮች ገልጠዋል።,"[('ጃን ሜዳ አካባቢ', 'LOC'), ('ማይጨው ጦር ሰፈር', 'LOC'), ('4ኛ ክፍለ ጦር ቅጥር ግቢ', 'LOC'), ('በምድር ኃይል ጠቅላይ መምሪያ መሰብሰቢያ አዳራሾች', 'LOC'), ('ከጳጉሜ 3 ቀን', 'TIME')]"
ብሔራዊ የእርዳታ ማስተባበሪያ ኮሚቴው በአጠናከረው መረጃ መሰረት ከሰኔ 1990 እስከ ጥቅምት 1992 ድረስ ቃል የተገባውና የተገኘው በጥሬ ገንዘብ ከ211 ሚሊዮን ብር በላይ ነው። ከዚያ በኋላ የተሰበሰበው ሲደመር እስከ 273 ሚልዮን ብር ከፍ ሊል ይችላል የሚል ግምትም አለ። 62 ሚሊዮን ብር ግምት ያላቸው ቁሳቁሶችና እንስሳት ተለግሰዋል። 171;ይኸ ሁሉ ከምን ገባ? 187; የሚለው ጥያቄ መመለስና መልሱም ለህዝብ ይፋ መሆን ያለበት ነው።,"[('ከሰኔ 1990 እስከ ጥቅምት 1992', 'TIME')]"
እስከ ጥቅምት 1992 በጥሬ ገንዘብ የተሰበሰበ በብዙ አስር ሺዎች በሚቆጠሩትና በተሰዉ ወታደሮች ስም ወጭ የተደረገው ደመወዝ ሁኔታም በዝርዝር መጠናት ያለበት ጉዳይ ሆኗል። በኢትዮ ኤርትራ ጦርነት ኢትዮጵያ ከ20 ቢሊዮን ብር በላይ ማውጣቷ ይፋ ከሆነ ወዲህ ለሁለት ዓመት ጦርነት እንዴት ይህን ያህል ወጣ? የሚለው ጥያቄም በሠራዊቱ ዘንድ አነጋጋሪ እየሆነ መጥቷል። የስንቅና ትጥቅ ግዥና አቅርቦትም እንዲሁ። በዚያም በዚህም ብሎ የመከላከያው እንቅስቃሴ ብዙዎችን ሳይጠርግ እንደማይቀር ይገመታል።,"[('ጥቅምት 1992', 'TIME')]"
በዚህ ከፍተኛ ስብሰባ ላይ በጦርነቱ ጊዜና ከዚያም በፊት በመከላከያ ሠራዊቱ አመራር ላይ የነበሩት ሌ/ ጄኔራል ፃድቃን ገ/ ተንሳይ፣ ሜጄር ጄኔራል አበበ ተ/ ሐይማኖት፣ ብርጋዴር ጀኔራል ታደሰ በርሔ፣ ኮሎኔል ጎልያድ፣ ኮሎኔል ኃይሌ ባራኪና በሌሎችም በየደረጃው ባሉ የመከላከያ ኃላፊዎች ላይ ግምገማ መካሄዱንና የማጣራቱም ተግባር እንደሚቀጥል ምንጮቹ ገልጠዋል። በአሁኑ ጊዜ የኦህዴድ ሊቀመንበር የሆኑት አባዱላ ገመዳ ጥያቄው በተነሳበት ወቅት የምድር ኃይል አዛዥ ከመሆናቸው አንጻር ክስ የሚመሰረትባቸው የመከላከያ ባለሥልጣናት መካከል ይሁኑ አይሁኑ የሚታወቅ ነገር የለም። ሆኖም የሙስና ተጠርጣሪዎችን ከሕግ ፊት ለማቅረብ ቀደም ሲል አንድ የመከላከያ ፀረ ሙስና ቡድን ተቋቁሞ ሰፊ ዝግጅት እየተደረገ መሆኑን ለማወቅ ተችሏል።,"[('ሌ/ ጄኔራል', 'TTL'), ('ፃድቃን ገ/ ተንሳይ', 'PER'), ('ሜጄር ጄኔራል', 'TTL'), ('አበበ ተ/ ሐይማኖት', 'PER'), ('ብርጋዴር ጀኔራል', 'TTL'), ('ታደሰ በርሔ', 'PER'), ('ኮሎኔል', 'TTL'), ('ጎልያድ', 'PER'), ('ኮሎኔል', 'TTL'), ('ኃይሌ ባራኪና', 'PER'), ('የኦህዴድ', 'ORG'), ('አባዱላ ገመዳ', 'PER')]"
ስማቸው እንዳይገለጽ የፈለጉ አንዳንድ ከፍተኛ መኮንኖች እንደሚሉት በመከላከያ ሠራዊቱ ውስጥ የህወሓት ታጋዮች ቁልፍ ቁልፍ ቦታዎችን መያዛቸው በሠራዊቱ ዘንድ አነጋጋሪ እየሆነ መምጣቱ ለጠቅላይ ሚኒስትር መለስ ተጨማሪ ራስ ምታት እየፈጠረ ነው። ከፍተኛ መኮንኖቹ ከተነጋገሩባቸው አጀንዳዎች መካከል ስለ መከላከያ ሠራዊቱ አደረጃጀት በትግርኛ ቋንቋ ተጽፎ በኮሎኔል እያሱ መንገሻ ወደአማርኛ የተተረጐመው ሰነድም ይገኛል።,"[('የህወሓት', 'ORG'), ('ለጠቅላይ ሚኒስትር', 'TTL'), ('መለስ', 'PER'), ('በኮሎኔል', 'TTL'), ('እያሱ መንገሻ', 'PER')]"
ስድስት ተቃዋሚ የፖለቲካ ድርጅቶች የጋራ ተቃውሞ ደብዳቤ ለኮፊ አናን አቀረቡ,"[('ለኮፊ አናን', 'PER')]"
እስካሁን ባለው መረጃ የኢትዮ- ኤርትራ ድንበር አከላይ ኮሚሽን ውሣኔውን ልክ የዛሬ ወር ሚያዝያ 5 ቀን ይፋ ያደርጋል ተብሎ የሚጠበቅ ሲሆን ኢትዮጵያውያንም በየአሉበት ድምፃቸውን በማሰማት ላይ ናቸው።,"[('ሚያዝያ 5 ቀን', 'TIME')]"
"የመላው ኢትዮጵያ ሶሻሊስት ንቅናቄ (መኢሶን)፣ የኢትዮጵያ ዴሞክራሲያዊ ኅብረት ተሃድሶ (ኢዲዩ ተሃድሶ)፣ የኢትዮጵያ ሕዝብ ፌዴራላዊ ዴሞክራሲያዊ ኅብረት ፓርቲ (ህብረ ሕዝብ) የኢትዮጵያ ሕዝብ አብዮታዊ ፓርቲ (ኢሕአፓ)፣ የትግራውያን ኅብረት ለብሔራዊ ዴሞክራሲ (ታንድ) የደቡብ ኢትዮጵያ ሕዝቦች ዴሞክራሲያዊ ፓርቲ (ደኢሕዴኅ) በአንድነት ለተባበሩት መንግሥታት ድርጅት ዋና ፀሐፊ ኮፊ አናን ባቀረቡት ደብዳቤ"" የኢትዮ\ ጵያን ሉዓላዊ መብት የሚለወጥ የድንበር መካለልና ለውጥ በኢትዮጵያ ሕዝብና በተለያዩ የፖለቲካ ድርጅቶች ዘንድ ተቀባይነት የለውም"" ብለዋል።"" ለዘላቂ ሰላም የኢትዮጵያ ሕዝብ መሠረታዊ ጥቅሞች እንዲከበሩ"" ጠይቀዋል።"" የኢትዮጵያውያን ማህደረ አንድነት"" የተባለ ሲቪክ ማህበር ከአትላንታ ባወጣው መግለጫ የኢትዮጵያ ተፈጥሮአዊ የባህር በር ባለቤትነት፣ የአፋር፣ የኩናማ፣ የዩሮብ ኢትዮጵያዊነት መብት በሴራ ሊነጠቅ እንደማይገባው አስታውቆ አምስቱ የአገር ውስጥ ተቃዋሚ የፖለቲካ ድርጅቶች ለተባበሩት መንግሥታት ድርጅት ዋና ፀሐፊ ያቀረቡትን አቤቱታ እንደሚደግፍ ይፋ አድርጓል። በውጭ ያሉ ኢትዮጵያውያንን ለማስተባበርም አንድ ቡድን አቋቁሟል።","[('የመላው ኢትዮጵያ ሶሻሊስት ንቅናቄ (መኢሶን', 'ORG'), ('የኢትዮጵያ ዴሞክራሲያዊ ኅብረት ተሃድሶ (ኢዲዩ ተሃድሶ', 'ORG'), ('የኢትዮጵያ ሕዝብ ፌዴራላዊ ዴሞክራሲያዊ ኅብረት ፓርቲ (ህብረ ሕዝብ', 'ORG'), ('የኢትዮጵያ ሕዝብ አብዮታዊ ፓርቲ (ኢሕአፓ', 'ORG'), ('የትግራውያን ኅብረት ለብሔራዊ ዴሞክራሲ (ታንድ', 'ORG'), ('የደቡብ ኢትዮጵያ ሕዝቦች ዴሞክራሲያዊ ፓርቲ (ደኢሕዴኅ', 'ORG'), ('ለተባበሩት መንግሥታት ድርጅት', 'ORG'), ('ዋና ፀሐፊ', 'TTL'), ('ኮፊ አናን', 'PER'), ('የኢትዮጵያውያን ማህደረ አንድነት', 'ORG'), ('ከአትላንታ', 'LOC'), ('የአፋር', 'LOC'), ('የኩናማ', 'LOC'), ('የዩሮብ', 'LOC'), ('ለተባበሩት መንግሥታት ድርጅት', 'ORG'), ('ዋና ፀሐፊ', 'TTL')]"
"የኢትዮጵያ ኦርቶዶክስ ቤተክርስቲያን ስደተኛ ሲኖዶስ ዋና ፀሐፊ አቡነ መልከ ፄዲቅ ለድንበር አካላይ ኮሚሽኑ ፕሬዝዳንት፣ በግልባጩም ለተባበሩት መንግሥታት ድርጅት ዋና ፀሐፊ በጻፉት ደብዳቤ"" የኢትዮጵያን ተከታታይ ትውልዶች ከጦርነት ለማውጣት አሰብ ወደብንና የአካባቢውን ሕዝብ መብት በተመለከተ ሚዛናዊ ውሣኔ እንዲሰጥ በሃይማኖት አባትነቴ እጠይቅለሁ"" ብለዋል።","[('ዋና ፀሐፊ', 'TTL'), ('አቡነ መልከ ፄዲቅ', 'PER'), ('ለተባበሩት መንግሥታት ድርጅት', 'ORG')]"
በዚሁ በድንበር መካለል ጉዳይ መጋቢት 15 ቀን 1994 እሁድ ቀን በውጭ የሚኖሩ ኢትዮጵያውያን በሚኖሩባቸው ከተሞች በተለይም በኒውዩርክ፣ በለንደን፣ በአምስ ተርዳም በሰልፍ ወጥተው የተቃውሞ ድምፃቸውን እንደሚያሰሙ ለማወቅ ተችሏል።,"[('መጋቢት 15 ቀን 1994 እሁድ ቀን', 'TIME'), ('በኒውዩርክ', 'LOC'), ('በለንደን', 'LOC'), ('በአምስ ተርዳም', 'LOC')]"
ውሳኔው ሰኞ ሚያዝያ 5 ቀን 1994 በዘሄግ ሰዓት አቆጣጠር 4: 30 ላይ ይፋ ይሆናል ተብሎ ይጠበቃል። የኤርትራ መንግሥት ባለሥልጣኖች ድንበሩ በአስቸኳይ እንዲካለልና በኢትዮጵያና በኤርትራ መካከል የነበረው ግንኙነት ወደነበረበት እንዲመለስ ግፊት በማድረግ ላይ ናቸው።,"[('ሰኞ ሚያዝያ 5 ቀን 1994', 'TIME'), ('4: 30', 'TIME')]"
በግንኙነቱ መለሳለስ ቅድሚያ የሚሰጠው ወታደራዊ ትብብር ቅድሚያ የሚሰጠው በአቶ መለስ ላይ የሚነሳ ተቃውሞን ለማክሸፍ ነው። አላማው ምንም ይሁን ምን በኢትዮጵያና በኤርትራ ባለሥልጣኖች መካከል ግንኙነቱ ቀጥሏል። ሰሞኑን አምስት የኤርትራ ከፍተኛ የደህነነትና ወታደራዊ ባለሥልጣኖች አዲስ አበባ ሰንብተዋል። ጠቅላይ ሚኒስትር መለስንና የማነ ኪዳኔን (ጃማያካን) አነጋግረዋል። አምስቱ የሻዕቢያ ባለሥልጣኖች ሐጂ ጣሂር፣ ዮሱፍ አህመድ አብዱላሂ፣ አሊ አብዱ ጉሌድ፣ ማህዲ ፋርጋዝ የተባሉ መሆናቸውን ለማወቅ ተችሏል።,"[('በአቶ', 'TTL'), ('መለስ', 'PER'), ('ጠቅላይ ሚኒስትር', 'TTL'), ('መለስንና', 'PER'), ('የማነ ኪዳኔን', 'PER'), ('ሐጂ ጣሂር', 'PER'), ('ዮሱፍ አህመድ አብዱላሂ', 'PER'), ('አሊ አብዱ ጉሌድ', 'PER'), ('ማህዲ ፋርጋዝ', 'PER')]"
የኤርትራ የውጭ ጉዳይ ሚኒስትር አሊ ሰይድ አብደላ፣ የኤርትራ የውጭ ጉዳይ ሚኒስቴር የአፍሪካ ጉዳይ ኃላፊ የሆኑትን አምባሳደር ተወልደ ብርሃን ወልደኪዳንን፣ የዲፕሎማሲ አማካሪውን ዶ/ ር አማረ ተክሌን፣ የአህጉራዊ ድርጅቶችና የይለፍ ጉዳይ ኃላፊውን አቶ ዮሐንስ ደባስን አስከትለው በአፍሪካ አንድነት ድርጅት የሚኒስትሮች ስብሰባ ላይ ለመገኘትም አዲስ አበባ ይገኛሉ።,"[('አሊ ሰይድ አብደላ', 'PER'), ('አምባሳደር', 'TTL'), ('ተወልደ ብርሃን ወልደኪዳንን', 'PER'), ('ዶ/ ር', 'TTL'), ('አማረ ተክሌን', 'PER'), ('አቶ', 'TTL'), ('ዮሐንስ ደባስን', 'PER'), ('አዲስ አበባ', 'LOC')]"
እዚህ አገር ቤት በኢህአዴግ አባል ድርጅቶች አመራር ላይ ያሉ ግለሰቦች ካልሆኑ በቀር አመራር አካሎች (የኢሕአዴግ ማዕከላዊ ምክር ቤትና የእያንዳንዱ ድርጅት ማዕከላዊ ኮሚቴዎች) በኢትዮ- ኤርትራ ጉዳይ ላይ በዝርዝር እንዳልመከሩበት እየተሰማ ነው። ለምሣሌ በሕወሓት ውስጥ በአቶ መለስ ዙሪያ ከተሰለፉ ጥቂት ሰዎች በቀር በድንበር መካለሉ ጉዳይ የሕወሓት ማዕከላዊ ኮሚቴ እንደአካል እንዳልመከረበት ይነገራል። ይኸው ስሜት በሠራዊቱም ውስጥ እየተብላላ መሆኑን ለማወቅ ተችሏል።,"[('በኢህአዴግ', 'ORG'), ('በሕወሓት', 'ORG'), ('በአቶ', 'TTL'), ('መለስ', 'PER'), ('የሕወሓት', 'ORG')]"
በተለይ እንደሚባለው የድንበር መካለሉ ባድመን፣ ሽላሎና ሽሽቢት፣ ኢሮብን፣ አሊቴናን የሚያሳጣ ከሆነ በጠቅላላ ሚኒስትር መለስ ዜናዊ መንግሥት ላይ ችግር ሊያስከትል እንደሚችል የሚገምቱ ጥቂቶች አይደሉም። የትግራይ ክልል መንግሥት አመራር አባላትም ጠንከርና መረር ያሉ ቃላትን ሲሰነዝሩ ተደምጠዋል።,"[('ባድመን', 'LOC'), ('ሽላሎና ሽሽቢት', 'LOC'), ('ኢሮብን', 'LOC'), ('አሊቴናን', 'LOC'), ('በጠቅላላ ሚኒስትር', 'TTL'), ('መለስ ዜናዊ', 'PER')]"
"የትግራይ ተወላጅ የሠራዊቱ አባላት፣ ከፍተኛ ካድሬዎች"" የመለስና የስብሃት ነጋ ጥምረት የአገሪቱን መሠረታዊ ጥቅሞች ማሳጣቱና መሠረታዊ ችግሮችን እየዘነጋ መሆኑ አሳስቧቸዋል። ሰብዓዊ መብቶች ይጣሳሉ። ኢኮኖሚው ወድቋል። በብዙ የአገሪቱ ከተሞች ሕግና ሥርዓትን ማስከበር አስቸጋሪ ሆኗል። ምናልባትም የሄግ ውሣኔ ይፋ መሆን አገሪቱን ወደ አንድ አዲስ ደረጃ ሊያሸጋግር ይችላል።"" እያሉ ናቸው፤ እንደ ወጋህታ ዘገባ።","[('የትግራይ', 'LOC'), ('የመለስና', 'PER'), ('የስብሃት ነጋ', 'PER')]"
በአዋሳ የተማሪዎች ገዳዮች ለፍርድ እንዲቀርቡ ተጠየቀ,"[('በአዋሳ', 'LOC')]"
ከሰሞኑ በተለያዩ ቀኖች በአዋሣ ከተማ ውስጥ በተደረጉት ልዩ ልዩ ስብሰባዎች በሰላማዊ መንገድ ተማሪዎቹ በአቀረቡአቸው ጥያቄዎች መፍትሔ ቢፈለግ ኖሮ ይህ ሁሉ አሳዛኝ ድርጊት አይደርስም ነበር። አሁንም ነገሩን አባብሰው ተማሪዎችን ለዚህ አደጋ በአበቁ ክፍሎች የክልሉ መንግሥት አስፈላጊውን እርምጃ ወስዶ ወደፍትሕ አደባባይ እንዲያቀርብ ህዝብ መጠየቁን ሪፖርተራችን ገለጠ።,"[('በአዋሣ ከተማ', 'LOC')]"
ታህሣሥ 2 ቀን 1993 ዓ. ም በአዋሣ አጠቃላይ ከፍተኛ 2ኛ ደረጃ ት/ ቤት ውስጥ በአንድ አልባሌ ቦታ ማቴዎስ ወልደሰንበት የተባለ ተማሪ ሬሣ ደብተሩን እንዳቀፈ በመገኘቱ ሁኔታው በትክክል ሲጣራ በፖሊስ ጥይትና ዱላ የሞቱት ተማሪዎች ቁጥር እንደሚጨምር የሕዝብ ሥጋት መኖሩንም ሪፖርተራችን ገልጧል።,"[('ታህሣሥ 2 ቀን 1993 ዓ. ም', 'TIME'), ('በአዋሣ አጠቃላይ ከፍተኛ 2ኛ ደረጃ ት/ ቤት', 'LOC'), ('ማቴዎስ ወልደሰንበት', 'PER')]"
ከዚህም ሌላ የኮሌጁ ተማሪዎች እንዲማሩ በተጠየቁት መሰረት እሺ በማለት ወደትምህርት ቤት ከገቡ በኋላ ያስቀመጡን ዕቃና ቦርሣ ይዘው ከኮሌጁ ሙልጭ ብለው ወጥተው ወየመጡበት ስለተመለሱ ኮሌጁ እስካሁን ተዘግቶ ይገኛል። ከዚህም ሌላ በአዋሣ ከተማ የሚገኙ ት/ ቤቶች በሙሉ ተዘግተው ሁኔታው አሁንም ሙሉ በሙሉ እንዳይረጋጋ ዋና ምክንያት የሆነው ሌሎች ተማሪዎች ሳይሞቱ አልቀረም የሚለው ጭምጭምታ በየቦታው በመናፈሱ መሆኑም ታውቋል።,"[('በአዋሣ ከተማ', 'LOC')]"
በሩዋንዳ አዘጋጅነት ባለፈው ቅዳሜ የተጀመረው ሃያ አምስተኛው የምሥራቅና መካከለኛ አፍሪካ የእግርኳስ ዋንጫ በመቀጠል ዛሬ ኢትዮጵያ ከዛንዚባር ጋር ትገጥማለች። ሰሞኑን በተካሄዱ ውድድሮች ታንዛኒያ ብሩንዲን 2ለ1፣ ሩዋንዳ ሶማሊያን 3ለ0፣ ዑጋንዳ ጁቡቲን 10ለ1 ረትተዋል።,"[('ባለፈው ቅዳሜ', 'TIME')]"
የሲካፋ ውድድር በ1973 ዓ. ም ከተጀመረ አንስቶ ዑጋንዳ 8፣ ኬንያ 4፣ ማላዊ 3፣ ዛምቢያና ታንዛኒያ በየበኩላቸው ሁለት ሁለት ጊዜ፣ ሱዳን ኢትዮጵያ፣ ዛንዚባርና ሩዋንዳ አንዳንድ ጊዜ ዋንጫ ወስደዋል። አሁንስ ማን ይወስድ ይሆን?,"[('በ1973 ዓ. ም', 'TIME')]"
"የኢትዮጵያ የኢኮኖሚክስ ባለሙያዎች ማኅበር ኢትዮጵያ አሁን ያለችበትን ሁኔታና ከ20 ዓመት በኋላ የሚኖራትን ገጽታ አሸጋግሮ የሚመለከት"" ራዕይ 2020"" የተባለ መድረክ አዘጋጅቶ በመንቀሳቀስ ላይ መሆኑን የማኅበሩ ፕሬዚዳንቶች አስታወቁ።","[('የኢትዮጵያ የኢኮኖሚክስ ባለሙያዎች ማኅበር', 'ORG'), ('ከ20 ዓመት በኋላ', 'TIME')]"
የማኅበሩ ዋናና ምክትል ፕሬዚዳንቶች ዶ/ ር በፈቃዱ ደግፌና ዶ/ ር ወልዳይ አምሃ የመድረኩን ዓላማ አስመልክተው ሰኔ 20 ቀን 1995 በሒልተን ሆቴል በሰጡት መግለጫ ማኅበሩ ባለፉት ስድስት ዓመታት ኢኮኖሚና ወቅታዊ ጉዳዮች ላይ ብቻ በማተኮር በጠረጴዛ ዙሪያ ሲያካሂዳቸው የነበሩ ውይይቶች ተፈላጊውን ለውጥ ማምጣት ባለመቻላቸው አዲሱ ስልት መቀየሱን ገልጠዋል።,"[('ዶ/ ር', 'TTL'), ('በፈቃዱ ደግፌና', 'PER'), ('ዶ/ ር', 'TTL'), ('ወልዳይ አምሃ', 'PER'), ('ሰኔ 20 ቀን 1995', 'TIME'), ('በሒልተን ሆቴል', 'LOC'), ('ባለፉት ስድስት ዓመታት', 'TIME')]"
